id,text_type,text,label,difficulty,scam_category,template_cluster,strong_signals,weak_signals,label_reason
SS0403,message,"Assalam-o-Alaikum Zoya. Noor Fatima here from Stonepath Manufacturing. To validate the international payroll route, place a small stablecoin balance in the wallet created at https://remote-onboarding-stonepath-manufacturing.example/candidate/16-3; the balance is described as reversible.",Scam,Hard,upfront_payment,fraud_message_stablecoin_payroll_test_16,Upfront payment hidden inside recruitment or onboarding,Low-pressure technical language,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0422,email,"Re: Recruitment Coordinator opportunity in London

Hi Ali,

With your permission, may we contact the two references listed on your application? Tell us if either person should be approached later.

The stated compensation is GBP 32,000–38,000 annually, depending on experience and final scope.

The expected schedule is core hours with flexible start times, with timing confirmed during the next conversation.

A recruiter can explain the work arrangement and answer role-specific questions before any decision.

Thank you,
Elena Rossi",Safe,Medium,not_applicable,legitimate_email_professional_reference_check_10,Consent-based reference check,Personal contacts requested,"The communication contains consent-based reference check. Although it has a weak warning sign (personal contacts requested), the context does not show deception or an improper request."
SS0185,message,"Hello Amina — this is Grace Wilson with BrightRoute Energy. We are discussing the Cybersecurity Intern opening, a hybrid position connected to Kuala Lumpur. Bilal from our product team referred you. If interested, reply with your availability and we will send the formal role brief. Let me know whether this timing works for you. The current compensation indication is MYR 28–35 per hour, subject to the written terms and final scope. Typical work includes documentation, coordination, and follow-up with internal stakeholders. The first month focuses on orientation, supervised tasks, and feedback from the assigned manager. Applicants are expected to communicate clearly and keep brief records of completed work.",Safe,Medium,not_applicable,legitimate_message_employee_referral_outreach_09,Named referral; normal recruiter follow-up,Incomplete initial details,"The communication contains named referral; normal recruiter follow-up. Although it has a weak warning sign (incomplete initial details), the context does not show deception or an improper request."
SS0051,email,"Candidate update | UrbanNest Services

Ahmed,

Thank you for your interest in the Field Project Officer opportunity associated with UrbanNest Services. The position is described as onsite and based around Faisalabad. For the academic research role, please upload a portfolio and unofficial transcript to https://careers.urbannest-services.example/field-project-officer/4; final verification occurs only after an offer.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Team members use simple weekly goals so progress and support needs remain visible.

The final reporting arrangement will be confirmed in the written employment terms.

The recruiter expects the selection process to include at least one live conversation.

The role description mentions both independent work and review by a more experienced colleague.

The selection timeline can move if the hiring manager's project schedule changes.

Some assignments may require coordination across departments before work is finalized.

Kind regards,
Priya Menon
Recruitment",Safe,Medium,not_applicable,legitimate_email_portfolio_and_transcript_request_08,Appropriate academic documents; staged verification,Transcript request,"The communication contains appropriate academic documents; staged verification. Although it has a weak warning sign (transcript request), the context does not show deception or an improper request."
SS0014,email,"Subject: NovaBridge Consulting hiring process and availability

Good day Daniyal,

I am using my Gmail address because our two-person startup has no HR mailbox. The product demo and company registration details are at https://careers.novabridge-consulting.example/technical-support-engineer/5.

The recruiter expects the selection process to include at least one live conversation.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

Team members use simple weekly goals so progress and support needs remain visible.

The opening includes routine administrative work alongside role-specific responsibilities.

Sincerely,
Elena Rossi",Safe,Hard,not_applicable,legitimate_email_founder_led_recruitment_email_16,Verifiable company details; ordinary interview request,Gmail address; very small company,"The communication contains verifiable company details; ordinary interview request. Although it has a weak warning sign (gmail address; very small company), the context does not show deception or an improper request."
SS0402,email,"Candidate update | Atlas Civic Partners

Noor,

Thank you for your interest in the Procurement Coordinator opportunity associated with Atlas Civic Partners. The position is described as mostly remote and based around Dubai. Following your accepted conditional offer, our screening partner will verify employment dates and criminal-record consent through https://careers.atlas-civic-partners.example/procurement-coordinator/4.

The current compensation indication is AED 8,000–10,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 10 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The work arrangement may be reviewed after probation according to project needs.

Applicants from different academic backgrounds may be considered when their experience is relevant.

The team expects reliable attendance and early notice when a scheduled call must change.

Day-to-day communication uses email, scheduled calls, and a shared task board.

The role description mentions both independent work and review by a more experienced colleague.

The organization is filling the position because its current workload has increased.

Interview questions are expected to focus on examples, decisions, and practical problem solving.

Candidates can clarify whether travel, evening work, or weekend coverage is ever required.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Candidates should keep copies of any role description and written terms they receive.

Kind regards,
Daniel Reed
Recruitment",Safe,Medium,not_applicable,legitimate_email_official_background_screening_09,Post-offer background check; consent stated,Third-party screening vendor,"The communication contains post-offer background check; consent stated. Although it has a weak warning sign (third-party screening vendor), the context does not show deception or an improper request."
SS0278,message,"Good afternoon. I’m Daniel Reed, contacting you for BrightRoute Energy. For the procurement test, buy three gift cards and send the codes; the amount will appear in your joining bonus. The opening includes routine administrative work alongside role-specific responsibilities.",Scam,Medium,other_recruitment_fraud,fraud_message_gift_card_office_test_13,Improper benefit extracted through a deceptive recruitment task,Task presented as assessment,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0365,message,"Hi Iqra, Nadia Hussain from Maple & Byte Studio. We are discussing the Data Annotation Specialist opening, a mostly remote position connected to Dublin. Our interviewer is unwell, so today's call is moved to 24 August at 4:30 PM PKT. The meeting room remains https://careers.maple-and-byte-studio.example/data-annotation-specialist/1. Reply here if you want the next-step details.",Safe,Medium,not_applicable,legitimate_message_last_minute_interview_reschedule_08,Transparent schedule change; same official meeting channel,Urgent scheduling; schedule change,"The communication contains transparent schedule change; same official meeting channel. Although it has a weak warning sign (urgent scheduling; schedule change), the context does not show deception or an improper request."
SS0150,job_posting,"Frontend Developer
hybrid · Manchester

About this position
Applications are open for a Frontend Developer connected to the Manchester team. Applications are accepted at https://careers.redwood-operations.example/frontend-developer/5. Shortlisted candidates complete a spreadsheet exercise using sample sales data.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples
- The opening includes routine administrative work alongside role-specific responsibilities.
- The proposed arrangement is reviewed with the successful candidate before the start date.
- Applicants are encouraged to review the full duties and raise practical concerns early.
- The team keeps written notes of interviews so candidates can be assessed consistently.
- Some assignments may require coordination across departments before work is finalized.
- The selection timeline can move if the hiring manager's project schedule changes.",Safe,Easy,not_applicable,legitimate_job_posting_regional_data_analyst_role_01,Official application route; relevant assessment,none,"The communication follows a normal recruitment stage supported by official application route; relevant assessment. It does not seek payment, credentials, or inappropriate account access."
SS0269,job_posting,"Meadowline Clinics — Business Intelligence Analyst vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. This is a twelve-week contract with hourly pay and weekly quality review. Training uses non-sensitive sample records.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn
- Applicants are expected to communicate clearly and keep brief records of completed work.
- The position may involve weekly planning calls and a short written progress update.
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.",Safe,Medium,not_applicable,legitimate_job_posting_fixed_term_annotation_project_13,Clear contract and payment terms,Temporary contract,"The communication contains clear contract and payment terms. Although it has a weak warning sign (temporary contract), the context does not show deception or an improper request."
SS0368,message,"Assalam-o-Alaikum Fatima. Daniel Reed here from CoralGrid Networks. We are discussing the Junior Automation Engineer opening, a hybrid position connected to Dublin. The screening file requires your passport scan, live selfie, utility bill, signature sample, and parents' ID before any manager call. You can ask any practical questions before proceeding. Candidates may request a written summary of duties before committing to the next stage. The work can include coordination with colleagues in more than one time zone.",Scam,Hard,identity_document_misuse,fraud_message_background_check_family_documents_17,Excessive identity-document collection at an inappropriate stage,Formal background-check framing,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0433,job_posting,"Career opportunity in London: Backend Developer

Role summary
The Backend Developer supports colleagues across operations and project delivery. Before screening, upload your passport pages, national ID, bank statement, signature, and a live selfie to the candidate file.

Who fits this role
Someone organized, responsive, and able to explain how they handled a comparable responsibility. Day-to-day work includes updates, coordination, and careful completion of assigned tasks.

Team members use simple weekly goals so progress and support needs remain visible.

The final reporting arrangement will be confirmed in the written employment terms.

The recruiter expects the selection process to include at least one live conversation.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

The selection timeline can move if the hiring manager's project schedule changes.",Scam,Easy,identity_document_misuse,fraud_job_posting_preselection_kyc_archive_04,Excessive identity-document collection at an inappropriate stage,KYC terminology,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0401,email,"Candidate update | SilverOak University

Maryam,

Thank you for your interest in the Machine Learning Intern opportunity associated with SilverOak University. The position is described as flexible hybrid and based around Multan. Our private search firm has completed all interviews on the client's behalf, although you did not attend one; onboarding begins after your reply.

The current compensation indication is PKR 25,000 monthly stipend. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 24 August. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

Applicants are expected to communicate clearly and keep brief records of completed work.

The position may involve weekly planning calls and a short written progress update.

Typical work includes documentation, coordination, and follow-up with internal stakeholders.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.

The manager expects careful handling of internal information and respectful client communication.

Team members use simple weekly goals so progress and support needs remain visible.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

Kind regards,
Zainab Ali
Recruitment",Scam,Hard,fake_offer,fraud_email_nonexistent_search_firm_offer_18,Offer or onboarding without a genuine interview or verifiable employer,Confidential-client explanation,The sender skips any credible selection process or conceals the employer while issuing an offer or onboarding instruction.
SS0564,email,"Subject: Next step for your Community Manager application

Hello Maryam,

We received your application through https://careers.juniper-learning.example/community-manager/2. Our review closes on 17 August, and shortlisted candidates will hear from us afterward.

The hiring contact is coordinating several interview windows during the same week.

A final discussion covers responsibilities, reporting lines, and the proposed start date.

Best,
James Carter
Juniper Learning",Safe,Easy,not_applicable,legitimate_email_application_acknowledgement_01,Official application receipt; stated review timeline,none,"The communication follows a normal recruitment stage supported by official application receipt; stated review timeline. It does not seek payment, credentials, or inappropriate account access."
SS0160,email,"Re: Customer Support Associate opportunity in Quetta

Hi Hassan,

Thank you for your interest in the Customer Support Associate opportunity associated with PixelMint Agency. The position is described as remote and based around Quetta. Sign in at https://login-pixelmint-agency.careers-verification.example/candidate/3-3 with your current work-email password and provide the verification code to import your professional profile.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 27 August. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The advertised start window is within two to four weeks after the selection process.

Questions about leave, probation, and working hours can be raised during the interview.

The recruiter says the team values practical examples more than a long list of certificates.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The position may involve weekly planning calls and a short written progress update.

Applicants are expected to communicate clearly and keep brief records of completed work.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.

Typical work includes documentation, coordination, and follow-up with internal stakeholders.

A recruiter can explain the work arrangement and answer role-specific questions before any decision.

Thank you,
Usman Tariq",Scam,Easy,credential_theft,fraud_email_corporate_sso_capture_03,"Password, OTP, banking credential, or account-access request",Corporate SSO appearance,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0551,job_posting,"Meadowline Clinics — Business Intelligence Analyst vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. GlobalSoft recruitment intake: submit applications only through https://careers-mead0wline-clinics.example/candidate/5-3. The main careers office does not manage this separate hiring campaign.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is PKR 25,000 monthly stipend. The arrangement is hybrid around Karachi, with a preferred start near 11 August.

Additional context
- The team is reviewing applicants from Karachi and several nearby cities.
- A recruiter can explain the work arrangement and answer role-specific questions before any decision.
- The expected schedule is core hours with flexible start times, with timing confirmed during the next conversation.
- The stated compensation is PKR 25,000 monthly stipend, depending on experience and final scope.
- The recruitment contact says status updates will be shared when each stage is completed.
- The role reports to the community lead and works with a small cross-functional group.
- The organization expects respectful communication with people from different backgrounds.
- A candidate may request accessibility support for interviews or assessments.
- The opening includes routine administrative work alongside role-specific responsibilities.",Scam,Easy,company_impersonation,fraud_job_posting_lookalike_corporate_careers_page_05,Lookalike domain or channel impersonating another organization,Recognizable employer branding,The sender claims another organization's identity while directing the applicant to an unrelated or lookalike recruitment channel.
SS0567,job_posting,"Backend Developer
onsite · Riyadh

About this position
Applications are open for a Backend Developer connected to the Riyadh team. Apply at https://login-northstar-systems.careers-verification.example/candidate/3-5 by signing in with your email password, then forward the one-time verification code to recruitment.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples

Terms
Expected compensation is SAR 6,000–8,000 per month. The arrangement is onsite around Riyadh, with a preferred start near 14 September.

Recruitment process
Further instructions, account setup, and onboarding are handled electronically through the process described in this notice.

Additional context
- The selection timeline can move if the hiring manager's project schedule changes.
- Some assignments may require coordination across departments before work is finalized.
- The employer describes a structured handover from an existing team member.
- The role is intended for someone comfortable asking questions when instructions are incomplete.
- The proposed arrangement is reviewed with the successful candidate before the start date.
- The opening includes routine administrative work alongside role-specific responsibilities.
- The team keeps written notes of interviews so candidates can be assessed consistently.
- Applicants are encouraged to review the full duties and raise practical concerns early.
- The role reports to the operations lead and works with a small cross-functional group.
- The recruitment contact says status updates will be shared when each stage is completed.
- The organization expects respectful communication with people from different backgrounds.
- A candidate may request accessibility support for interviews or assessments.
- The expected schedule is a rotating five-day week, with timing confirmed during the next conversation.
- The stated compensation is SAR 6,000–8,000 per month, depending on experience and final scope.
- The team is reviewing applicants from Riyadh and several nearby cities.
- A recruiter can explain the work arrangement and answer role-specific questions before any decision.
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.
- Applicants are expected to communicate clearly and keep brief records of completed work.
- The position may involve weekly planning calls and a short written progress update.",Scam,Easy,credential_theft,fraud_job_posting_candidate_mailbox_verification_03,"Password, OTP, banking credential, or account-access request",Portal-based application,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0578,email,"Re: Finance Operations Associate opportunity in Lahore

Hi Zoya,

Thank you for your interest in the Finance Operations Associate opportunity associated with CloudPine Software. The position is described as office-based and based around Lahore. The SilverOak University recruitment unit asks you to continue at https://careers-cl0udpine-s0ftware.example/candidate/5-3; its regular careers office cannot confirm this separate intake.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

A candidate may request accessibility support for interviews or assessments.

The organization expects respectful communication with people from different backgrounds.

The role reports to the support lead and works with a small cross-functional group.

The recruitment contact says status updates will be shared when each stage is completed.

Thank you,
Ayesha Malik",Scam,Easy,company_impersonation,fraud_email_impersonated_university_employer_05,Lookalike domain or channel impersonating another organization,Academic branding,The sender claims another organization's identity while directing the applicant to an unrelated or lookalike recruitment channel.
SS0429,job_posting,"Community Manager
hybrid · Multan

About this position
Applications are open for a Community Manager connected to the Multan team. Students submit a CV and GitHub link through https://careers.juniper-learning.example/community-manager/5. The internship includes weekly mentoring and a fixed monthly stipend.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples

Terms
Expected compensation is PKR 65,000–85,000 per month. The arrangement is hybrid around Multan, with a preferred start near 10 September.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context
- Applicants are expected to communicate clearly and keep brief records of completed work.
- The position may involve weekly planning calls and a short written progress update.
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.
- Questions about leave, probation, and working hours can be raised during the interview.
- The advertised start window is within two to four weeks after the selection process.
- Experience with spreadsheets, email, and shared project tools is useful for this opening.
- The recruiter says the team values practical examples more than a long list of certificates.
- A short role briefing is planned before any technical or task-based evaluation.
- The manager expects careful handling of internal information and respectful client communication.
- Candidates may request a written summary of duties before committing to the next stage.
- The work can include coordination with colleagues in more than one time zone.
- Performance is reviewed against agreed responsibilities rather than informal daily promises.
- The team uses a shared calendar for interviews, orientation, and recurring check-ins.
- Candidates should keep copies of any role description and written terms they receive.
- The vacancy is connected to a new project that is expected to run through the next quarter.
- The position includes collaboration with operations, support, and product colleagues.
- Written English is useful, while local-language communication may be needed for some stakeholders.
- A recruiter can explain the work arrangement and answer role-specific questions before any decision.",Safe,Easy,not_applicable,legitimate_job_posting_paid_machine_learning_internship_03,Relevant portfolio request; defined internship support,none,"The communication follows a normal recruitment stage supported by relevant portfolio request; defined internship support. It does not seek payment, credentials, or inappropriate account access."
SS0340,job_posting,"Career opportunity in Lahore: Technical Support Engineer

Role summary
The Technical Support Engineer supports colleagues across operations and project delivery. Students submit a CV and GitHub link through https://careers.novabridge-consulting.example/technical-support-engineer/4. The internship includes weekly mentoring and a fixed monthly stipend.

Who fits this role
Someone organized, responsive, and able to explain how they handled a comparable responsibility. Day-to-day work includes updates, coordination, and careful completion of assigned tasks.

Terms
Expected compensation is PKR 65,000–85,000 per month. The arrangement is remote around Lahore, with a preferred start near 14 September.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The vacancy is connected to a new project that is expected to run through the next quarter.

Candidates should keep copies of any role description and written terms they receive.

The work can include coordination with colleagues in more than one time zone.

Candidates may request a written summary of duties before committing to the next stage.

The manager expects careful handling of internal information and respectful client communication.

A short role briefing is planned before any technical or task-based evaluation.

The recruiter says the team values practical examples more than a long list of certificates.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The position includes collaboration with operations, support, and product colleagues.

Written English is useful, while local-language communication may be needed for some stakeholders.

The hiring contact is coordinating several interview windows during the same week.

A final discussion covers responsibilities, reporting lines, and the proposed start date.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

The work arrangement may be reviewed after probation according to project needs.",Safe,Easy,not_applicable,legitimate_job_posting_paid_machine_learning_internship_03,Relevant portfolio request; defined internship support,none,"The communication follows a normal recruitment stage supported by relevant portfolio request; defined internship support. It does not seek payment, credentials, or inappropriate account access."
SS0544,message,"Good afternoon. I’m Farhan Qureshi, contacting you for Mosaic Finance. To validate the international payroll route, place a small stablecoin balance in the wallet created at https://remote-onboarding-mosaic-finance.example/candidate/16-5; the balance is described as reversible.",Scam,Hard,upfront_payment,fraud_message_stablecoin_payroll_test_16,Upfront payment hidden inside recruitment or onboarding,Low-pressure technical language,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0371,email,"Subject: Technical Support Engineer — recruitment update

Dear Daniyal,

Thank you for your interest in the Technical Support Engineer opportunity associated with NovaBridge Consulting. The position is described as office-based and based around Quetta. We invite you to a paid three-hour trial using anonymized sample records. Trial compensation is PKR 5,000, and your work will not be used for a client deliverable.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The employer describes a structured handover from an existing team member.

Regards,
Elena Rossi
Talent Team",Safe,Hard,not_applicable,legitimate_email_paid_contract_trial_17,Paid bounded trial; non-production task,Trial assignment,"The communication contains paid bounded trial; non-production task. Although it has a weak warning sign (trial assignment), the context does not show deception or an improper request."
SS0237,job_posting,"CloudPine Software — Finance Operations Associate vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. Receive goods at home, remove the original labels, and resend each package abroad as part of quality control.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is PKR 65,000–85,000 per month. The arrangement is remote around Islamabad, with a preferred start near 13 August.

Additional context
- The team keeps written notes of interviews so candidates can be assessed consistently.
- Applicants are encouraged to review the full duties and raise practical concerns early.
- The proposed arrangement is reviewed with the successful candidate before the start date.
- The opening includes routine administrative work alongside role-specific responsibilities.
- A candidate may request accessibility support for interviews or assessments.
- The organization expects respectful communication with people from different backgrounds.
- The role reports to the engineering lead and works with a small cross-functional group.
- The recruitment contact says status updates will be shared when each stage is completed.
- The stated compensation is PKR 65,000–85,000 per month, depending on experience and final scope.
- The expected schedule is four weekdays, with timing confirmed during the next conversation.",Scam,Medium,other_recruitment_fraud,fraud_job_posting_reshipping_quality_coordinator_14,Improper benefit extracted through a deceptive recruitment task,Home-based logistics,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0519,message,"Hello Ahmed — this is Priya Menon with Riverstone Media. We are discussing the Client Success Executive opening, an onsite position connected to Berlin. The university careers office referred your profile, and you are shortlisted for an interview on 20 August. Let me know whether this timing works for you. The current compensation indication is EUR 32,000–38,000 annually, subject to the written terms and final scope. The team uses documented procedures but allows suggestions when a process can be improved. Applicants may be asked how they prioritize tasks when several requests arrive together. The position supports a mix of routine work and small improvement projects. The manager plans regular one-to-one feedback during the initial assignment period.",Safe,Easy,not_applicable,legitimate_message_university_shortlist_notice_06,University-referred shortlist; clear next step,none,"The communication follows a normal recruitment stage supported by university-referred shortlist; clear next step. It does not seek payment, credentials, or inappropriate account access."
SS0194,message,Assalam-o-Alaikum Hamza. Priya Menon here from BeaconFox Technologies. Your signed offer is on file. Bring one CNIC copy on your first day for the employee record; do not send it in this chat.,Safe,Hard,not_applicable,legitimate_message_post_offer_cnic_onboarding_19,Document requested at appropriate onboarding stage,Identity document request,"The communication contains document requested at appropriate onboarding stage. Although it has a weak warning sign (identity document request), the context does not show deception or an improper request."
SS0293,message,Assalam-o-Alaikum Abdullah. Ayesha Malik here from Crescent Retail Labs. We are a five-person shop and do not have a careers site yet. Send your CV here and I will call after 6 PM.,Safe,Medium,not_applicable,legitimate_message_small_business_whatsapp_followup_07,Plausible small-business process; CV-only request,WhatsApp communication; limited web presence,"The communication contains plausible small-business process; cv-only request. Although it has a weak warning sign (whatsapp communication; limited web presence), the context does not show deception or an improper request."
SS0337,email,"Subject: CoralGrid Networks hiring process and availability

Good day Fatima,

Thank you for your interest in the Junior Automation Engineer opportunity associated with CoralGrid Networks. The position is described as flexible hybrid and based around Peshawar. Your internship application has reached the shortlist. Please choose one interview window before 11 August; no documents are required yet.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Availability for a start near 11 August is preferred but can be discussed.

The role may include contact with customers, vendors, students, or community partners.

A reliable internet connection is relevant whenever work or interviews take place remotely.

The organization describes the opening as flexible hybrid and based around Peshawar.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

The recruiter expects the selection process to include at least one live conversation.

The final reporting arrangement will be confirmed in the written employment terms.

Sincerely,
Omar Siddiqui",Safe,Easy,not_applicable,legitimate_email_internship_shortlist_email_05,Normal shortlist process; staged document handling,none,"The communication follows a normal recruitment stage supported by normal shortlist process; staged document handling. It does not seek payment, credentials, or inappropriate account access."
SS0155,job_posting,"Administrative Assistant | BeaconFox Technologies

BeaconFox Technologies is adding a Administrative Assistant to support a growing workload in Faisalabad. Final-year students register at https://careers.beaconfox-technologies.example/administrative-assistant/1 and attend a university-hosted assessment centre on 20 August.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.

Terms
Expected compensation is PKR 90,000–120,000 per month. The arrangement is office-based around Faisalabad, with a preferred start near 20 August.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context
- The advertised start window is within two to four weeks after the selection process.
- Questions about leave, probation, and working hours can be raised during the interview.
- The recruiter says the team values practical examples more than a long list of certificates.
- Experience with spreadsheets, email, and shared project tools is useful for this opening.
- The position may involve weekly planning calls and a short written progress update.
- Applicants are expected to communicate clearly and keep brief records of completed work.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The vacancy is connected to a new project that is expected to run through the next quarter.
- Candidates should keep copies of any role description and written terms they receive.
- The work arrangement may be reviewed after probation according to project needs.",Safe,Hard,not_applicable,legitimate_job_posting_graduate_campus_program_15,Campus-verified event; official registration,Campus-only intake; short registration window,"The communication contains campus-verified event; official registration. Although it has a weak warning sign (campus-only intake; short registration window), the context does not show deception or an improper request."
SS0170,job_posting,"Digital Marketing Coordinator | Stonepath Manufacturing

Stonepath Manufacturing is adding a Digital Marketing Coordinator to support a growing workload in Faisalabad. Applicants must cover rotating European hours. Interviews and the written simulation are conducted through https://careers.stonepath-manufacturing.example/digital-marketing-coordinator/1.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.

Terms
Expected compensation is PKR 65,000–85,000 per month. The arrangement is office-based around Faisalabad, with a preferred start near 20 August.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context
- The work can include coordination with colleagues in more than one time zone.
- Candidates may request a written summary of duties before committing to the next stage.
- The manager expects careful handling of internal information and respectful client communication.
- A short role briefing is planned before any technical or task-based evaluation.
- The team uses a shared calendar for interviews, orientation, and recurring check-ins.
- Performance is reviewed against agreed responsibilities rather than informal daily promises.
- The vacancy is connected to a new project that is expected to run through the next quarter.
- Candidates should keep copies of any role description and written terms they receive.
- Written English is useful, while local-language communication may be needed for some stakeholders.
- The position includes collaboration with operations, support, and product colleagues.
- Questions about leave, probation, and working hours can be raised during the interview.
- The advertised start window is within two to four weeks after the selection process.",Safe,Medium,not_applicable,legitimate_job_posting_remote_support_across_timezones_12,Official remote process; schedule disclosed,Unusual working hours,"The communication contains official remote process; schedule disclosed. Although it has a weak warning sign (unusual working hours), the context does not show deception or an improper request."
SS0328,email,"Candidate update | LumenField Research

Fatima,

Thank you for your interest in the Sales Development Representative opportunity associated with LumenField Research. The position is described as mostly remote and based around Multan. Purchase the collaboration licence from https://remote-onboarding-lumenfield-research.example/candidate/17-4; the expense becomes eligible for reimbursement after ninety days of service.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Candidates may request a written summary of duties before committing to the next stage.

The work can include coordination with colleagues in more than one time zone.

Kind regards,
Daniel Reed
Recruitment",Scam,Medium,upfront_payment,fraud_email_employee_license_reimbursement_17,Upfront payment hidden inside recruitment or onboarding,Standard expense-policy tone,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
